title,date,time,end_time,speaker,session_type,url,abstract
Transfer Learning for Benign Overfitting in High-Dimensional Linear Regression,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117233,
Towards Large-Scale In-Context Reinforcement Learning by Meta-Training in Randomized Worlds,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117209,
Mixed-Sample SGD: an End-to-end Analysis of Supervised Transfer Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116964,
A High-Dimensional Statistical Method for Optimizing Transfer Quantities in Multi-Source Transfer Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116795,
MoORE: SVD-based Model MoE-ization for Conflict- and Oblivion-Resistant Multi-Task Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116775,
Self-Training with Dynamic Weighting for Robust Gradual Domain Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115379,
SMRS: advocating a unified reporting standard for surrogate models in the artificial intelligence era.,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121935,
TabArena: A Living Benchmark for Machine Learning on Tabular Data,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121499,
Martingale Score: An Unsupervised Metric for Bayesian Rationality in LLM Reasoning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119360,
WALL-E: World Alignment by NeuroSymbolic Learning improves World Model-based LLM Agents,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119191,
Improving Decision Trees through the Lens of Parameterized Local Search,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119059,
"Semi-supervised Vertex Hunting, with Applications in Network and Text Analysis",THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119021,
Provable Scaling Laws for the Test-Time Compute of Large Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118984,
Two‑Stage Learning of Stabilizing Neural Controllers via Zubov Sampling and Iterative Domain Expansion,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118799,
Matching Markets Meet LLMs: Algorithmic Reasoning with Ranked Preferences,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120182,
GUARD: Constructing Realistic Two-Player Matrix and Security Games for Benchmarking Game-Theoretic Algorithms,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121861,
Parameter Dynamics of Online Machine Learning and Test-time Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115938,
SPACE: SPike-Aware Consistency Enhancement for Test-Time Adaptation in Spiking Neural Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119202,
Vicinity-Guided Discriminative Latent Diffusion for Privacy-Preserving Domain Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120081,
Controlled Visual Hallucination via Thalamus-Driven Decoupling Network for Domain Adaptation of Black-Box Predictors,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120153,
Vertical Federated Feature Screening,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116181,
CTSketch: Compositional Tensor Sketching for Scalable Neurosymbolic Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116184,
Exploiting Dynamic Sparsity in Einsum,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116509,
SHGR: A Generalized Maximal Correlation Coefficient,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117128,
Improving Monte Carlo Tree Search for Symbolic Regression,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117574,
A3E: Towards Compositional Model Editing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118255,
Conformal Online Learning of Deep Koopman Linear Embeddings,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118318,
Gradient-Guided Epsilon Constraint Method for Online Continual Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118420,
HQA-VLAttack: Towards High Quality Adversarial Attack on Vision-Language Pre-Trained Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118546,
Fourier Clouds: Fast Bias Correction for Imbalanced Semi-Supervised Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118646,
You Can Trust Your Clustering Model: A Parameter-free Self-Boosting Plug-in for Deep Clustering,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118692,
Thinker: Learning to Think Fast and Slow,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115916,
A Cramér–von Mises Approach to Incentivizing Truthful Data Sharing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119973,
Certifying Concavity and Monotonicity in Games via Sum-of-Squares Hierarchies,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119599,
Clustering via Hedonic Games: New Concepts and Algorithms,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119573,
Learning from Delayed Feedback in Games via Extra Prediction,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119051,
Beyond Last-Click: An Optimal Mechanism for Ad Attribution,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118914,
Online Strategic Classification With Noise and Partial Feedback,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118267,
Multidimensional Bayesian Utility Maximization: Tight Approximations to Welfare,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117930,
Strategic Classification with Non-Linear Classifiers,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117446,
Metritocracy: Representative Metrics for Lite Benchmarks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115983,
"Learning with Norm Constrained, Over-parameterized, Two-layer Neural Networks",THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121972,
Memory-Enhanced Neural Solvers for Routing Problems,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115984,
Reconstruction and Secrecy under Approximate Distance Queries,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120277,
A solvable model of learning generative diffusion: theory and insights,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119848,
On Agnostic PAC Learning in the Small Error Regime,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119796,
Selective Omniprediction and Fair Abstention,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119346,
Statistical Guarantees for High-Dimensional Stochastic Gradient Descent,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119077,
Principled Long-Tailed Generative Modeling via Diffusion Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118892,
On the sample complexity of semi-supervised multi-objective learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118762,
Understanding Data Influence in Reinforcement Finetuning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116191,
Uni-RL: Unifying Online and Offline RL via Implicit Value Regularization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116192,
Horizon Reduction Makes RL Scalable,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116623,
Process vs. Outcome Reward: Which is Better for Agentic RAG Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116682,
Adaptive Divergence Regularized Policy Optimization for Fine-tuning Generative Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117259,
Multi-Objective Reinforcement Learning with Max-Min Criterion: A Game-Theoretic Approach,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117434,
Coarse-to-fine Q-Network with Action Sequence for Data-Efficient Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117653,
LLM-Explorer: A Plug-in Reinforcement Learning Policy Exploration Enhancement Driven by Large Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117709,
Improving Regret Approximation for Unsupervised Dynamic Environment Generation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117778,
Continuous Q-Score Matching: Diffusion Guided Reinforcement Learning for Continuous-Time Control,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116077,
Minimax Adaptive Online Nonparametric Regression over Besov spaces,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116144,
Tractable Multinomial Logit Contextual Bandits with Non-Linear Utilities,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116387,
Non-Uniform Multiclass Learning with Bandit Feedback,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116444,
Generalizing while preserving monotonicity in comparison-based preference learning models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116627,
Self-Boost via Optimal Retraining: An Analysis via Approximate Message Passing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116800,
Robust Minimax Boosting with Performance Guarantees,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117095,
Improved Robust Estimation for Erdős-Rényi Graphs: The Sparse Regime and Optimal Breakdown Point,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117283,
Implicit Bias of Spectral Descent and Muon on Multiclass Separable Data,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117324,
Finite Sample Analyses for Continuous-time Linear Systems: System Identification and Online Control,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117429,
Breaking the Performance Ceiling in Reinforcement Learning requires Inference Strategies,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117975,
Dynamic Algorithm for Explainablek-medians Clustering underℓpNorm,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117886,
Learning Preferences without Interaction for Cooperative AI: A Hybrid Offline-Online Approach,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118125,
Time Reversal Symmetry for Efficient Robotic Manipulations in Deep Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118280,
Q♯: Provably Optimal Distributional RL for LLM Post-Training,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118428,
Training a Scientific Reasoning Model for Chemistry,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118429,
A Bayesian Fast-Slow Framework to Mitigate Interference in Non-Stationary Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118436,
The Price of Sparsity: Sufficient Conditions for Sparse Recovery using Sparse and Sparsified Measurements,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115929,
Kernel Regression in Structured Non-IID Settings: Theory and Implications for Denoising Score Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115599,
Tradeoffs between Mistakes and ERM Oracle Calls in Online and Transductive Online Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115534,
Benign Overfitting in Single-Head Attention,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115479,
Optimal Best Arm Identification under Differential Privacy,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115187,
Asymptotic theory of SGD with a general learning-rate,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115186,
Accelerating Feature Conformal Prediction via Taylor Approximation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115011,
Mean-Field Sampling for Cooperative Multi-Agent Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119285,
Scalable Policy-Based RL Algorithms for POMDPs,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118737,
Improved Best-of-Both-Worlds Regret for Bandits with Delayed Feedback,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118638,
Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117784,
FedEL: Federated Elastic Learning for Heterogeneous Devices,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119204,
Accelerating Block Coordinate Descent for LLM Finetuning via Landscape Expansion,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119233,
TADA: Improved Diffusion Sampling with Training-free Augmented DynAmics,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119300,
HoPE: Hybrid of Position Embedding for Long Context Vision-Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119785,
Top-H Decoding: Adapting the Creativity and Coherence with Bounded Entropy in Text Generation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120050,
Improving Formal Reasoning of Transformer with State Stack,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120124,
ChunkKV: Semantic-Preserving KV Cache Compression for Efficient Long-Context LLM Inference,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120181,
Gaussian Process Upper Confidence Bound Achieves Nearly-Optimal Regret in Noise-Free Gaussian Process Bandits,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115561,
Multi-modal contrastive learning adapts to intrinsic dimensions of shared latent variables,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115711,
Heavy-Ball Momentum Method in Continuous Time and Discretization Error Analysis,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115736,
Generalized Top-k Mallows Model for Ranked Choices,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116454,
Exponential Convergence Guarantees for Iterative Markovian Fitting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117135,
On the Hardness of Conditional Independence Testing In Practice,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117818,
Risk-Averse Constrained Reinforcement Learning with Optimized Certainty Equivalents,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115294,
Offline imitation learning inQπ-realizable MDPs without expert realizability,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115543,
Interactive and Hybrid Imitation Learning: Provably Beating Behavior Cloning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115694,
Provably Efficient RL under Episode-Wise Safety in Constrained MDPs with Linear Function Approximation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115750,
"A Near-optimal, Scalable and Parallelizable Framework for Stochastic Bandits Robust to Adversarial Corruptions and Beyond",THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116325,
Projection-based Lyapunov method for fully heterogeneous weakly-coupled MDPs,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117242,
Gains: Fine-grained Federated Domain Adaptation in Open Set,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118994,
AmorLIP: Efficient Language-Image Pretraining via Amortization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118950,
Fixed-Point RNNs: Interpolating from Diagonal to Dense,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118641,
Teaching Transformers to Solve Combinatorial Problems through Efficient Trial & Error,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118478,
Pan-LUT: Efficient Pan-sharpening via Learnable Look-Up Tables,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118250,
Alleviating Hallucinations in Large Language Models through Multi-Model Contrastive Decoding and Dynamic Hallucination Detection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118154,
Quartet: Native FP4 Training Can Be Optimal for Large Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117521,
